Timestamp,Source_IPv6,Destination_IPv6,Protocol,Length,Info,Attack
9.877608,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=17014, hop limit=64 (request in 21)",0
10.875403,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=18685, hop limit=64 (reply in 24)",0
10.875407,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=18685, hop limit=64 (request in 23)",0
11.883983,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=20387, hop limit=64 (reply in 26)",0
11.883999,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=20387, hop limit=64 (request in 25)",0
12.875414,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=22063, hop limit=64 (reply in 28)",0
12.875417,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=22063, hop limit=64 (request in 27)",0
13.884228,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=23793, hop limit=64 (reply in 30)",0
13.884247,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=23793, hop limit=64 (request in 29)",0
14.94042,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=25729, hop limit=64 (reply in 32)",0
14.940427,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=25729, hop limit=64 (request in 31)",0
15.906715,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=27465, hop limit=64 (reply in 34)",0
15.906732,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=27465, hop limit=64 (request in 33)",0
16.91718,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=29241, hop limit=64 (reply in 36)",0
16.917188,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=29241, hop limit=64 (request in 35)",0
17.887424,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=30965, hop limit=64 (reply in 38)",0
17.887431,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=30965, hop limit=64 (request in 37)",0
18.875721,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=32745, hop limit=64 (reply in 40)",0
18.875725,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=32745, hop limit=64 (request in 39)",0
19.888228,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=34446, hop limit=64 (reply in 42)",0
19.888239,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=34446, hop limit=64 (request in 41)",0
20.917193,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=36281, hop limit=64 (reply in 44)",0
20.917214,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=36281, hop limit=64 (request in 43)",0
21.875492,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=38108, hop limit=64 (reply in 46)",0
21.875496,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=38108, hop limit=64 (request in 45)",0
22.915263,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=39929, hop limit=64 (reply in 48)",0
22.915274,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=39929, hop limit=64 (request in 47)",0
23.888459,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=41635, hop limit=64 (reply in 50)",0
23.888467,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=41635, hop limit=64 (request in 49)",0
24.887802,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=43446, hop limit=64 (reply in 52)",0
24.887808,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=43446, hop limit=64 (request in 51)",0
25.875149,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=45175, hop limit=64 (reply in 54)",0
25.875153,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=45175, hop limit=64 (request in 53)",0
26.882395,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=46993, hop limit=64 (reply in 56)",0
26.882429,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=46993, hop limit=64 (request in 55)",0
27.886104,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=48777, hop limit=64 (reply in 58)",0
27.886114,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=48777, hop limit=64 (request in 57)",0
28.905498,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=50537, hop limit=64 (reply in 60)",0
28.905517,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=50537, hop limit=64 (request in 59)",0
29.880423,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=52310, hop limit=64 (reply in 62)",0
29.880429,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=52310, hop limit=64 (request in 61)",0
30.87543,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=54107, hop limit=64 (reply in 64)",0
30.875438,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=54107, hop limit=64 (request in 63)",0
31.877799,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=55825, hop limit=64 (reply in 66)",0
31.877806,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=55825, hop limit=64 (request in 65)",0
32.877895,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=57573, hop limit=64 (reply in 68)",0
32.877924,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=57573, hop limit=64 (request in 67)",0
33.892155,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=59293, hop limit=64 (reply in 70)",0
33.892166,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=59293, hop limit=64 (request in 69)",0
34.891911,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=61074, hop limit=64 (reply in 72)",0
34.891921,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=61074, hop limit=64 (request in 71)",0
35.891329,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=62930, hop limit=64 (reply in 74)",0
35.891335,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=62930, hop limit=64 (request in 73)",0
36.905931,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=64719, hop limit=64 (reply in 76)",0
36.905941,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=64719, hop limit=64 (request in 75)",0
37.875978,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=777, hop limit=64 (reply in 78)",0
37.875986,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=777, hop limit=64 (request in 77)",0
38.878506,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=2537, hop limit=64 (reply in 80)",0
38.878513,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=2537, hop limit=64 (request in 79)",0
39.876335,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=4253, hop limit=64 (reply in 82)",0
39.876341,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=4253, hop limit=64 (request in 81)",0
40.897303,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=6034, hop limit=64 (reply in 84)",0
40.897326,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=6034, hop limit=64 (request in 83)",0
41.900745,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=7781, hop limit=64 (reply in 86)",0
41.900751,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=7781, hop limit=64 (request in 85)",0
42.913875,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=9622, hop limit=64 (reply in 88)",0
42.913881,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=9622, hop limit=64 (request in 87)",0
43.901435,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=11316, hop limit=64 (reply in 90)",0
43.901446,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=11316, hop limit=64 (request in 89)",0
44.891446,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=13062, hop limit=64 (reply in 92)",0
44.891458,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=13062, hop limit=64 (request in 91)",0
45.875517,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=14896, hop limit=64 (reply in 94)",0
45.875521,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=14896, hop limit=64 (request in 93)",0
46.877586,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=16511, hop limit=64 (reply in 96)",0
46.877595,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=16511, hop limit=64 (request in 95)",0
47.905244,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=18209, hop limit=64 (reply in 98)",0
47.905251,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=18209, hop limit=64 (request in 97)",0
48.889564,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=19792, hop limit=64 (reply in 100)",0
48.889578,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=19792, hop limit=64 (request in 99)",0
49.902943,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=21568, hop limit=64 (reply in 102)",0
49.902968,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=21568, hop limit=64 (request in 101)",0
50.905255,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=23346, hop limit=64 (reply in 104)",0
50.905274,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=23346, hop limit=64 (request in 103)",0
51.875176,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=25137, hop limit=64 (reply in 106)",0
51.875181,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=25137, hop limit=64 (request in 105)",0
52.882863,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=26890, hop limit=64 (reply in 108)",0
52.882874,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=26890, hop limit=64 (request in 107)",0
53.909292,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=28739, hop limit=64 (reply in 110)",0
53.909299,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=28739, hop limit=64 (request in 109)",0
54.875365,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=30524, hop limit=64 (reply in 112)",0
54.875369,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=30524, hop limit=64 (request in 111)",0
55.92809,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=32282, hop limit=64 (reply in 114)",0
55.928096,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=32282, hop limit=64 (request in 113)",0
56.875533,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=34027, hop limit=64 (reply in 116)",0
56.875539,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=34027, hop limit=64 (request in 115)",0
57.912707,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=35805, hop limit=64 (reply in 118)",0
57.912721,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=35805, hop limit=64 (request in 117)",0
58.875804,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=37691, hop limit=64 (reply in 120)",0
58.875809,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=37691, hop limit=64 (request in 119)",0
59.890495,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=39308, hop limit=64 (reply in 122)",0
59.890531,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=39308, hop limit=64 (request in 121)",0
60.890229,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=41087, hop limit=64 (reply in 124)",0
60.890241,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=41087, hop limit=64 (request in 123)",0
61.879369,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=42770, hop limit=64 (reply in 126)",0
61.879383,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=42770, hop limit=64 (request in 125)",0
62.894319,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=44544, hop limit=64 (reply in 128)",0
62.894333,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=44544, hop limit=64 (request in 127)",0
63.882726,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=46241, hop limit=64 (reply in 130)",0
63.882746,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=46241, hop limit=64 (request in 129)",0
64.931962,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=48019, hop limit=64 (reply in 132)",0
64.931973,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=48019, hop limit=64 (request in 131)",0
65.882094,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=49684, hop limit=64 (reply in 134)",0
65.882102,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=49684, hop limit=64 (request in 133)",0
66.881831,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=51476, hop limit=64 (reply in 136)",0
66.881842,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=51476, hop limit=64 (request in 135)",0
67.926534,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=53366, hop limit=64 (reply in 138)",0
67.92654,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=53366, hop limit=64 (request in 137)",0
68.895683,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=55103, hop limit=64 (reply in 140)",0
68.895694,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=55103, hop limit=64 (request in 139)",0
69.875497,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=56986, hop limit=64 (reply in 142)",0
69.875502,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=56986, hop limit=64 (request in 141)",0
70.905249,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=58717, hop limit=64 (reply in 144)",0
70.905257,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=58717, hop limit=64 (request in 143)",0
71.888829,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=60407, hop limit=64 (reply in 146)",0
71.888836,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=60407, hop limit=64 (request in 145)",0
72.885281,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=62300, hop limit=64 (reply in 148)",0
72.885296,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=62300, hop limit=64 (request in 147)",0
73.875597,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=64167, hop limit=64 (reply in 150)",0
73.875603,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=64167, hop limit=64 (request in 149)",0
74.915382,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=396, hop limit=64 (reply in 152)",0
74.915399,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=396, hop limit=64 (request in 151)",0
75.907128,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=2164, hop limit=64 (reply in 154)",0
75.907137,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=2164, hop limit=64 (request in 153)",0
